Ruta,OperadOR,route,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,year,decade
China,CAAC,Guangzhou - Changsha,Antonov,40,36,4,40,36,4,0,1976,7
Colombia,LAC Colombia,Santa Maria - Curacao,Douglas,3,0,3,3,0,3,0,1976,7
EEUU,Others,Burbank - Ontario,Douglas,6,1,5,3,1,2,0,1976,7
Russia,Aeroflot,Irkutsk - Novosibirsk,Tupolev TU-104A,124,104,10,24,15,9,0,1976,7
Others,Antilles Air,"St. Thomas, VI - St. Croix, VI",Others,11,10,1,5,5,0,0,1976,7
Others,Tarom,Sin_Dato,Ilyushin,9,5,4,6,3,3,0,1976,7
Brazil,Transbrasil,Chapecó - Erechim - Porto Alegre,Embraer 110C Bandeirante,11,9,2,9,7,2,0,1976,7
Russia,Aeroflot,Moscow - Yerevan,Ilyushin,111,100,11,111,100,11,7,1976,7
Others,Aeroflot,Luanda - Malabo - N’Djamena - Tripoli - Moscow,Others,45,35,10,45,35,10,0,1976,7
Others,TAM (Bolivia),Camiri - Itaguasurenda,Others,22,18,4,19,15,4,0,1976,7
Others,Philippine Air Lines,Davao City - Manila,Others,87,77,10,14,14,0,3,1976,7
Russia,Aeroflot,Sin_Dato,Antonov,52,46,6,52,46,6,0,1976,7
Philippines,Philippine Aerotransport,Sin_Dato,Britten-Norman BN-2A-21 Islander,10,8,2,4,4,0,0,1976,7
Others,American Airlines,New York City - Saint Thomas,Boeing,88,81,7,37,35,2,0,1976,7
Others,Military - Imperial Iranian Air Force,"Terhan, Iran - Madrid, Spain - McGuire AFB, New Jersey",Boeing,17,7,10,17,7,10,0,1976,7
Others,Others,Sin_Dato,Hawker Siddeley HS-748 2,34,31,3,34,31,3,0,1976,7
EEUU,Alaska Airlines,Juneau - Ketchikan,Boeing,50,45,5,1,1,0,0,1976,7
Colombia,SATENA,Florencia - Puerto Asis,Douglas,16,14,2,5,4,1,0,1976,7
EEUU,Others,"South Nanek, AK - Dillingham, AK",Others,4,3,1,4,3,1,0,1976,7
Mexico,Petroleum Helicopter,Sin_Dato,Others,12,11,1,12,11,1,0,1976,7
EEUU,Others,Greenville - Baton Rouge,Convair,26,24,2,6,4,2,0,1977,7
EEUU,Others,Yakutat - Anchorage,Douglas,4,0,4,4,0,4,0,1977,7
Others,Japan Air Lines,Tokyo-Hong Kong-Kuala Lumpur,Douglas,79,69,10,34,26,8,0,1977,7
Others,Malev Hungarian Airlines,Istanbul - Bucharest,Tupolev TU-134,53,45,8,29,21,8,0,1977,7
Mexico,Military - U.S. Air Force,Kirtland AFB - Nellis AFB,Boeing,20,0,20,20,0,20,0,1977,7
Others,Burma Airways,Mongasat - Keng Tung,Havilland,19,16,3,19,16,3,0,1977,7
Others,Others,Catalina Island-Long Beach,Convair,3,0,3,3,0,3,0,1977,7
Others,Others,Guayaquil - Cuenca,Vickers,33,29,4,33,29,4,0,1977,7
Others,Others,Hong Kong-Bangkok,Others,4,0,4,4,0,4,0,1977,7
EEUU,Island Airways,Honolulu-Kailua Kona,Others,2,0,2,2,0,2,0,1977,7
EEUU,Others,Burbank - Santa Barbara,Others,2,1,1,2,1,1,0,1977,7
Philippines,Military - U.S. Marine Corps,Sin_Dato,Others,37,33,4,24,Sin_Dato,Sin_Dato,0,1977,7
EEUU,Others,Iliamna - Anchorage,Havilland,13,11,2,13,11,2,0,1977,7
Mexico,Others,Palenque - San Cristobal de las Casas,Others,13,12,1,13,12,1,0,1977,7
Others,Others,Charlotte Amalie-Willemstad,Piper PA-31-350 Navajo,10,8,2,10,8,2,0,1977,7
Others,Others,Brussels - Funchal,Boeing,164,156,8,131,125,6,0,1977,7
Others,Austral Lineas Aeras (Argentina),Buenos  Aires - San Carlos de Bariloche,Others,79,74,5,46,41,5,0,1977,7
France,Military - French Air Force,Mont-de-Marsan-Hyères,Nord 2501 Noratlas,32,28,4,32,28,4,0,1977,7
Others,Balkan Bulgarian Airlines,Jeddah - Benghazi,Tupolev TU-154B,165,159,6,59,59,0,0,1977,7
Others,Malaysia Airlines,Penang - Kuala Lumpur,Boeing,100,93,7,100,93,7,0,1977,7
EEUU,Petroleum Helicopter,Sin_Dato,Others,19,18,1,17,16,1,0,1977,7
Russia,Aeroflot,Tarko-Sale - Surgut,Antonov,23,18,5,17,13,4,0,1977,7
Others,Military - U.S. Navy,Lajes-Lajes,Lockheed,13,0,13,13,0,13,0,1977,7
EEUU,Others,Evansville - Nashville,Douglas,29,26,3,29,26,3,0,1977,7
EEUU,United Air Lines,"San Francisco, CA - Salt Lake City, Utah",Douglas,3,0,3,3,0,3,0,1977,7
Others,SATA,Zurich-Genève-Funchal,Others,57,52,5,36,35,1,0,1977,7
Others,Vieques Air Link,"St Croix, VI - Vieques, PR",Britten-Norman BN-2A Islander,10,9,1,5,5,0,0,1977,7
Others,Others,Guayaquil - Cuenca,Vickers,24,20,4,24,20,4,0,1977,7
Others,Military - Honduran Air Force,Yoro - Honduran,Douglas,40,36,4,25,Sin_Dato,Sin_Dato,0,1977,7
Italy,Ethiopian Airlines,"Rome, Italy - Asmara, Ethiopia",Boeing,5,2,3,5,2,3,0,1977,7
Others,Military - Chilean Air Force,Punta Arenas - Santiago,Douglas,82,75,7,38,31,7,0,1977,7
Russia,Aeroflot,Novosibirsk - Alma Ata,Tupolev TU-104A,90,82,8,90,82,8,0,1977,7
Russia,Aeroflot,Vitim - Irkutsk,Ilyushin,40,34,6,40,34,6,0,1977,7
EEUU,Others,Palm Springs - Las Vegas,Gates Learjet 24B,4,2,2,4,2,2,0,1977,7
EEUU,Japan Air Lines,"Mosses Lake, WA - Tokyo, Japan",Douglas,5,0,5,5,0,5,0,1977,7
Others,Ethiopian Airlines,Tippi - Jima,Douglas,5,2,3,5,2,3,0,1977,7
Others,Others,Malmo - Bromma,Vickers,22,19,3,22,19,3,0,1977,7
Others,Others,Sin_Dato,Bristol 170 Freighter 31M,2,0,2,1,0,1,0,1977,7
Others,Ceskoslovenské Aerolinie,Sin_Dato,Others,5,2,3,4,2,2,0,1977,7
Russia,Aeroflot,Tashkent - Mineralnyye Vody,Ilyushin,98,92,6,77,76,1,0,1977,7
Canada,Others,Sin_Dato,Douglas,10,7,3,4,2,2,0,1977,7
Others,Alyemda,Aden - Al Kari,Douglas,21,17,3,19,16,3,0,1977,7
Italy,Military - Italian Air Force,Training,Lockheed,44,38,6,44,38,6,0,1977,7
Others,Others,"Paris, France - Niamey, Nigher",Douglas,4,0,4,2,0,2,0,1977,7
Others,Others,Tenerife - Las Palmas / Tenerife - Las Palmas,Boeing,644,614,30,583,560,23,0,1977,7
Indonesia,Merpati Nusantara Airlines,Palu - Toli Toli,Havilland,23,20,3,15,13,2,0,1977,7
Russia,Aeroflot,Dnepropetrovsk - 	Zhdanov,Yakovlev,27,23,4,8,5,3,0,1977,7
Canada,Others,Prince George - Prince Rupert,Havilland,12,9,3,12,9,3,0,1977,7
Colombia,Others,Villavicencio - Bogota,Douglas,35,31,4,35,31,4,0,1977,7
Others,Military - Angolan Air Force,Sin_Dato,Antonov,30,25,5,30,25,5,0,1977,7
Others,Aeroflot,Sin_Dato,Antonov,7,Sin_Dato,Sin_Dato,6,Sin_Dato,Sin_Dato,0,1977,7
EEUU,Others,"Saint Louis, MO - Detroit, MI",Lockheed,3,0,3,3,0,3,0,1977,7
Others,Military - U.S. Navy,Wake-Agana,Lockheed,16,0,16,16,0,16,0,1977,7
Brazil,Military - Brazilian Air Force,Sin_Dato,Others,18,16,2,18,16,2,0,1977,7
Others,Aeroflot,Lisbon - Havana,Ilyushin,69,59,10,67,57,10,0,1977,7
Others,Others,Carrasco - Salto-Nueva Hesperides,Embraer 110C Bandeirante,15,13,2,12,10,2,0,1977,7
Others,Others,"Nairobi, Kenya  - Luskaka, Zambia",Boeing,6,1,5,6,1,5,0,1977,7
Others,LOT Polish Airlines,"Varna, Bulgaria  - Beiruit, Lebanon",Antonov,9,0,9,9,0,9,0,1977,7
Others,Others,Sin_Dato,Sikorsky CH-53D (helicopter),54,50,4,54,50,4,0,1977,7
Others,Aviateca,Sin_Dato,Convair,28,22,6,28,22,6,0,1977,7
Others,Military - Soviet Air Force,Parnu - Tapa,Antonov,21,15,6,21,15,6,0,1977,7
EEUU,Others,Pan Am building - JFK Airport,Others,25,22,3,4,4,0,1,1977,7
Others,Southern Airways,Huntsville - Atlanta,Douglas,85,81,4,62,60,2,8,1977,7
EEUU,United Air Lines,Denver - Portland,Douglas,189,181,8,10,8,2,0,1978,8
Others,Military - US Navy,Military exercises,Douglas,18,Sin_Dato,Sin_Dato,18,Sin_Dato,Sin_Dato,Sin_Dato,1978,8
Others,Burma Airways,Sin_Dato,Fokker,44,40,4,2,1,1,0,1978,8
Others,Others,Kuopio - Helsinki,Douglas,15,12,3,15,12,3,0,1978,8
EEUU,Others,"Wrangell, AK - Return",Others,3,2,1,3,2,1,0,1978,8
Philippines,Others,Laoag - Paranaque,Fokker,28,24,4,21,17,4,12,1978,8
Others,Others,"Anchorage, AK - Whittier, AK",Havilland,6,5,1,6,5,1,0,1978,8
Mexico,Others,Mexico City - Morelia,Havilland,21,19,2,18,17,1,0,1978,8
Russia,Aeroflot,Sverdlovsk - 	Kustanai,Yakovlev,38,34,4,38,34,4,0,1978,8
EEUU,Others,Los Angeles - San Diego,Boeing,137,128,9,137,128,9,7,1978,8
EEUU,Others,"Kenai, AK - Return",Others,7,6,1,2,2,0,0,1978,8
EEUU,Others,Ketchikan - Hydaburg,Havilland,5,4,1,5,4,1,0,1978,8
Russia,Aeroflot,Krasnodar - t:	Simferopol,Antonov,26,21,5,26,21,5,0,1978,8
Others,Others,Sin_Dato,Douglas,18,Sin_Dato,Sin_Dato,18,Sin_Dato,Sin_Dato,0,1978,8
Others,Loftleidir Icelandic Airlines,Jeddah - Colombo,Douglas,262,249,13,183,175,8,0,1978,8
Others,Air Guadeloupe,Sin_Dato,Havilland,20,19,1,15,14,1,0,1978,8
India,Military - Indian Air Force,Chandigarh - Leh,Antonov,77,70,7,77,70,7,1,1978,8
Others,Aereo el Venado,Cucuta - Arauca,Douglas,27,24,3,27,24,3,0,1978,8
Others,Others,Steamboat Springs - Denver,Havilland,22,20,2,2,1,1,0,1978,8
Italy,Others,Sin_Dato,Others,10,9,1,10,9,1,0,1978,8
India,Indian Airlines,Sin_Dato,Boeing,132,126,6,1,1,0,3,1978,8
Italy,Alitalia,Rome - Palermo,Douglas,129,124,5,108,103,5,0,1978,8
Others,Air Rhodesia,Kariba - Salisbury,Vickers,56,52,4,38,34,4,0,1978,8
Others,Solomon Islands Airlines,Sin_Dato,Britten Norman BN-2A Trislander,11,Sin_Dato,Sin_Dato,11,Sin_Dato,Sin_Dato,0,1978,8
Canada,Others,Victoria harbor - Victoria Harbor Water Aerodome,Others,13,11,2,11,9,2,0,1978,8
EEUU,National Airlines,"Miami, FL - Pensacola, FL - Mobile, AL",Boeing,58,52,6,3,3,0,0,1978,8
EEUU,Las Vegas Airlines,"Las Vegas, NV - Santa Ana, CA",Piper PA-31-350 Chieftain,10,9,1,10,9,1,0,1978,8
Others,Others,Conakry - Bamako,Ilyushin,17,9,8,15,8,7,0,1978,8
India,Air India,Bombay - Dubai,Boeing,213,190,23,213,190,23,0,1978,8
Colombia,Others,Neiva - San Vincente,Douglas,14,10,4,14,10,4,0,1978,8
Brazil,TABA,Sin_Dato,Embraer 110P Bandeirante,14,12,2,2,0,2,0,1978,8
Others,Others,Artigas - Montevideo,Douglas,44,40,4,44,40,4,0,1978,8
EEUU,Others,"Richland, WA - Seattle, WA",Beechcraft 99,17,15,2,17,15,2,0,1978,8
EEUU,Others,Visalia - Santa Barbara - Santa Maria,Others,7,4,3,7,4,3,0,1978,8
EEUU,Continental Airlines,Los Angeles - Honolulu,Douglas,200,186,14,2,2,0,0,1978,8
Others,Nigeria Airways,Abuja - Kano,Fokker,18,11,7,18,11,7,0,1978,8
Others,Others,Caracas - Cumana,Others,47,43,4,47,43,4,0,1978,8
Others,Balkan Bulgarian Airlines,Sofia - Warszawa,Tupolev TU-134,73,66,7,73,66,7,0,1978,8
Canada,Pacific Western Airlines,Calgary - Cranbrook,Boeing,49,44,5,42,38,4,0,1978,8
Others,Burma Airways,Yangon - Myitkyina,Fokker,48,44,4,48,44,4,0,1978,8
Others,Burma Airways,Papun-Rangoon,Havilland,14,11,3,14,11,3,0,1978,8
EEUU,Others,"Santa Ana, CA - Lake Havasu, AZ",Others,6,5,1,6,5,1,0,1978,8
Others,Others,Bucaramanga-Leticia-La Paz,Curtiss,18,15,3,18,15,3,0,1978,8
Canada,Air Canada,Toronto - Winnipeg,Douglas,107,102,5,2,2,0,0,1978,8
Canada,Others,Saint John's - Saint Anthony,Others,10,8,2,10,8,2,0,1978,8
Others,Others,Bergen - Stratjford-A,Sikorsky S-61N,18,16,2,18,16,2,0,1978,8
Colombia,LAC Colombia,Bogota - Barranquilla,Douglas,12,9,3,8,5,3,0,1978,8
Russia,Korean Airlines,Paris - Seoul,Boeing,109,97,12,2,2,0,0,1978,8
Others,Antilles Air,"St. John, VI - St. Croix, VI",Grumman G-21,9,7,2,2,0,2,0,1978,8
EEUU,Air Logistics,Sin_Dato,Bell 212,6,4,2,3,3,0,0,1978,8
Russia,Aeroflot,Baku - Leningrad,Tupolev TU-154B,134,126,8,4,4,0,0,1978,8
EEUU,Military - U.S. Air Force,Training,Boeing,5,0,5,5,0,5,0,1979,8
EEUU,Others,Redmond - Klamath Falls - Medford,Douglas,12,10,2,12,10,2,0,1979,8
Canada,Pacific Coastal Airlines,:  Comox-Port Hardy,Others,9,8,1,4,8,1,0,1979,8
Italy,Aero Transporti Italiani,Alghero - Cagliari,Douglas,31,27,4,31,27,4,0,1979,8
Others,China Airlines (Taiwan),Training,Boeing,6,0,6,6,0,6,0,1979,8
India,Indian Airlines,Pune-Bombay,Others,45,40,5,45,40,5,0,1979,8
Russia,Aeroflot,Kiev - Kazan,Tupolev TU-124,63,58,5,63,58,5,0,1979,8
Russia,Aeroflot,Norisk - Krasnoyarsk,Antonov,16,10,6,11,5,6,0,1979,8
Russia,Aeroflot / Aeroflot,Tashkent - Donetsk - Minsk /Chelyabinsk to Kishinev,Others,178,155,13,178,155,13,0,1979,8
Russia,Aeroflot,Smolensk -	Leningrad (,Others,14,12,2,14,12,2,0,1979,8
Canada,Others,Vancouver - Sechelt,Havilland,16,14,2,2,1,1,0,1979,8
Russia,Aeroflot,Arkhangelsk - 	Amderma,Antonov,44,37,7,40,35,5,0,1979,8
Others,Swissair,Zurich - Geneva - Athens - Bombay - Beijing,Douglas,156,145,11,14,14,0,0,1979,8
Others,Fuerza Aérea del Peru,Pucallpa - Puerto Esperanza,Havilland,29,24,5,29,24,5,0,1979,8
Russia,Aeroflot,Lensk -	Peleduy,Antonov,12,10,2,3,2,1,0,1979,8
Mexico,Western Airlines,Los Angeles  - Mexico City,Douglas,88,77,11,72,63,9,1,1979,8
EEUU,American Airlines,Chicago - Washington D.C.,Boeing,78,72,6,0,0,0,0,1979,8
Russia,Aeroflot,Positioning,Yakovlev,5,0,5,3,0,3,0,1979,8
EEUU,Transamerica Airlines,"Ogden, UT - Las Vegas, NV",Lockheed,3,0,3,3,0,3,0,1979,8
Others,Air New Zealand,Auckland - Christchurch,Douglas,257,237,20,257,237,20,0,1979,8
Colombia,Others,Sin_Dato,Grumman G-21 Goose,9,7,2,9,7,2,0,1979,8
Russia,Aeroflot,Sin_Dato,Antonov,7,2,5,7,2,5,0,1979,8
Others,Others,Sin_Dato,Martin 404,11,Sin_Dato,Sin_Dato,10,Sin_Dato,Sin_Dato,0,1979,8
Colombia,SATENA,Arauca - Bogota,Douglas,21,16,5,21,16,5,0,1979,8
EEUU,Private,Sin_Dato,Others,3,2,1,1,0,1,0,1979,8
Others,Turkish Airlines (THY),Ankara - Samsun,Fokker,45,41,4,41,38,3,0,1979,8
Others,Douglas Airways,Port Morsbey - Maanari,Others,16,14,2,16,14,2,0,1979,8
EEUU,Comair,"Covington, KY - Nashville, TN",Piper PA-31,8,7,1,8,7,1,0,1979,8
Others,Dan Air Services,Sin_Dato,Others,47,44,3,17,15,2,0,1979,8
Others,Pakistan International Airlines,Jeddah - Karachi,Boeing,156,145,11,156,145,11,0,1979,8
Others,Trans Mediterranean Airways,Training,Boeing,6,0,6,6,0,6,0,1979,8
Others,Prinair,St. Croix - St. Kitts,Havilland,21,19,2,8,7,1,0,1979,8
Russia,Aeroflot,Tallinn - Minsk,Antonov,13,9,5,13,8,5,0,1979,8
Others,Air Algerie,Sin_Dato,Nord 262A-44,23,20,3,14,14,0,0,1979,8
France,Others,Sin_Dato,Fokker,6,4,2,5,3,2,0,1979,8
Brazil,TAM Lineas Aéreas Regional,Bauru - Sao Paulo,Embraer 110C Bandeirante,18,16,2,18,16,2,0,1979,8
Others,Air Rhodesia,Kariba - Salisbury,Vickers,59,54,5,59,54,5,0,1979,8
EEUU,Allegheny Airlines,Clarksburg - Washington DC,Others,25,22,3,2,1,1,0,1979,8
Others,Air New Zealand,Gisborne - Auckland -Training,Fokker,4,2,2,2,1,1,0,1979,8
Others,Ethiopian Airlines,Sin_Dato,Douglas,5,2,3,5,2,3,0,1979,8
EEUU,Others,Houston - Gulfport - New Orleans,Others,8,7,1,8,7,1,0,1979,8
EEUU,Others,New York - Santa Monica,Others,7,4,3,3,1,2,0,1979,8
China,CAAC,Sin_Dato,Hawker Siddeley Trident 2E,12,0,12,12,0,12,32,1979,8
Others,Alia Royal Jordanian Airlines,Amman - Doha,Boeing,64,49,15,45,41,4,0,1979,8
Russia,Aeroflot,Moscow - Odessa,Tupolev TU-104B,119,113,6,58,57,1,0,1979,8
Others,Varig,Tokyo-Los Angeles-Rio de Janeiro,Boeing,6,0,6,6,0,6,0,1979,8
Canada,Quebecair,Quebec - Montreal,Fairchild F-27,24,21,3,17,14,3,0,1979,8
Others,Interflug,Luanda-Berlin,Ilyushin,10,6,4,10,6,4,0,1979,8
Others,Others,Suva-Nausori - Bua-Dama,Britten Norman BN-2A Trislander,9,8,1,9,8,1,0,1979,8
EEUU,Others,"New York, NY - Hyannis, MA",Havilland,10,8,2,1,0,1,0,1979,8
EEUU,Others,"Anchorage, AK - Kenai, AK",Cessna 402B,7,6,1,7,6,1,0,1979,8
India,Military - Indian Air Force,Sin_Dato,Others,27,0,27,27,0,27,0,1979,8
Others,Downeast Airlines,Boston - Rockland,Havilland,18,16,2,17,15,2,0,1979,8
Indonesia,Garuda Indonesia Airlines,Talang Betutu - Medan,Fokker,61,57,4,61,57,4,0,1979,8
EEUU,American Airlines,"Chicago, IL- Los Angeles, CA",Douglas,271,258,13,271,258,13,2,1979,8
EEUU,Others,Bullen Point - Deadhorse,Havilland,3,0,3,3,0,3,0,1979,8
Others,SAETA,Quito - Cuenca,Vickers,57,52,5,57,52,5,0,1979,8
EEUU,New York Airways,"Newark, NJ - Flushing, NY",Others,18,15,3,3,3,0,0,1979,8
EEUU,Others,"San Pedro, CA - Catalina, CA",Grumman G-21 Goose,11,10,1,1,1,0,0,1979,8
Others,Military - Mauritanian Air Force,Bouceif - Dakar,Havilland,12,7,5,12,7,5,0,1979,8
Colombia,Aeronorte Colombia,Barranquilla - Bogota,Douglas,3,0,3,3,0,3,0,1980,8
Russia,Aeroflot,Alma Ata - Simferopol,Tupolev TU-154B,166,156,10,166,156,10,0,1980,8
Mexico,Others,"Lima, Peu - Mexico City, Mexico",Douglas,7,0,7,3,0,3,0,1980,8
EEUU,Air Logistics,Oil Platform SS-224 - Houma LA,Others,13,12,1,13,12,1,0,1980,8
Others,Tarom,Bucurest  - Nouadhibou,Tupolev TU-154B-1,168,152,16,1,1,0,0,1980,8
Others,Saudi Arabian Airlines,Riyadh - Jeddah,Lockheed,301,287,14,301,287,14,0,1980,8
Indonesia,Bouraq Indonesia Airlines,Banjarmasin-Sjamsudin Noor  -  Jakarta,Vickers,37,31,6,37,31,6,0,1980,8
France,Others,Sin_Dato,Lockheed,8,0,8,8,0,8,0,1980,8
Others,Others,West Palm Beach - Freeport Grand Bahama Islands,Douglas,34,30,4,34,30,4,0,1980,8
Colombia,Others,Bogota-Medellin,Douglas,20,3,17,20,3,17,0,1980,8
Others,Military - Royal Saudi Air Force,Sin_Dato,Lockheed,89,81,8,89,81,8,0,1980,8
Others,Military - Zairean Air Force,Sin_Dato,Havilland,36,34,2,36,34,2,0,1980,8
Others,Military - Soviet Air Force,Sin_Dato,Antonov,45,Sin_Dato,Sin_Dato,45,Sin_Dato,Sin_Dato,0,1980,8
Others,Military - U.S. Air Force,Ramstein AB - Cairo,Lockheed,13,7,6,13,7,6,0,1980,8
Others,Korean Airlines,Los Angeles-Anchorage-Séoul,Boeing,226,212,14,15,9,6,0,1980,8
EEUU,Others,Sin_Dato,Douglas,2,0,2,2,0,2,0,1980,8
Others,Others,Dodoma - Dar es Salaam,Others,10,9,1,10,9,1,0,1980,8
Colombia,Others,Rio Hacha - Medellin,Others,70,63,7,70,63,7,0,1980,8
Others,Saudi Arabian Airlines,Dhahran - Karachi,Lockheed,291,271,20,2,2,0,0,1980,8
Italy,Itavia,Bologna - Palermo,Douglas,81,77,4,81,77,4,0,1980,8
Others,Others,Kindu-Kinshasa,Lockheed,36,31,5,36,31,5,0,1980,8
Others,Others,"Appleton, WI - Minneapolis, MN, - Lincoln, NE",Others,15,13,2,13,11,2,0,1980,8
Others,Thai Airways,Khon Kaen - Bangkok,Others,53,49,4,44,40,4,0,1980,8
Others,Others,Jamba-Lubango,Yakovlev,29,25,4,29,25,4,0,1980,8
Russia,Aeroflot,Leningrad - Dushanbe,Yakovlev,29,25,4,29,25,4,0,1980,8
Others,Others,Port au Prince - Cape Haitien,Others,9,8,1,9,8,1,0,1980,8
Others,Private charter,Shreveport - Baton Rouge,Others,2,1,1,2,1,1,0,1980,8
EEUU,Others,"Ambler, AK - Kobuk, AK",Others,9,8,1,7,6,1,0,1980,8
Others,Iran Air,Babol Sar - Tehran,Boeing,128,120,8,128,120,8,0,1980,8
Others,Military - Union of Burma Air Force,Mandalay - Rangoon,Others,44,Sin_Dato,Sin_Dato,43,Sin_Dato,Sin_Dato,0,1980,8
Others,Cubana de Aviacon,Moa - Baracoa,Yakovlev,37,33,4,1,1,0,0,1980,8
EEUU,Others,"Leeville, LA - Grand Isle, LA",Sikorsky S-62A,7,6,1,6,6,0,0,1980,8
Others,Others,Sydney - Tomora,Beechcraft Super King Air 200,13,12,1,13,12,1,0,1980,8
India,Military - Indian Air Force,Sin_Dato,Fairchild C-119G,47,Sin_Dato,Sin_Dato,46,Sin_Dato,Sin_Dato,1,1980,8
Indonesia,Pelita Air Service,Bandung - Jakarta,CASA 212 Aviocar 100,13,10,3,13,10,3,0,1980,8
Others,LOT Polish Airlines,New York City - Warsaw,Ilyushin,87,77,10,87,77,10,0,1980,8
Philippines,China Airlines (Taiwan),Taipei - Manila,Boeing,135,124,11,2,2,0,0,1980,8
Others,Dan Air Services,Manchester - Tenerife,Boeing,146,138,8,146,138,8,0,1980,8
Others,Military - U.S. Air Force,Sin_Dato,Lockheed,7,0,7,5,0,5,0,1980,8
Russia,Aeroflot,Krasnoyarsk - Yeniseisk,Antonov,53,49,4,2,2,0,0,1980,8
Others,Lloyd Aereo Boliviano,Cochabamba-Yacuiba,Fairchild F-27J,13,10,3,13,10,3,0,1980,8
Brazil,VOTEC,Sin_Dato,Sikorsky S-76,14,Sin_Dato,Sin_Dato,14,Sin_Dato,Sin_Dato,0,1980,8
EEUU,Others,Houston - Brownwood,Others,10,8,2,7,5,2,0,1980,8
Others,Military - U.S. Air Force,Training,Lockheed,18,12,6,18,12,6,0,1980,8
Brazil,Transbrasil,Sao Paulo - Florianopolis,Boeing,58,50,8,55,47,8,0,1980,8
EEUU,Others,"Casper, WY - McAllen, TX",Others,3,1,2,3,1,2,0,1981,8
Others,Far Eastern Air Transport,Taipei - Kaohsiung,Boeing,110,104,6,110,104,6,0,1981,8
Russia,Others,Komsomol'sk-na-Amure - Blagoveshchensk,Antonov,32,27,5,31,26,5,0,1981,8
Colombia,Aeropesca Colombia,Florence - Neiva,Vickers,50,44,6,50,44,6,0,1981,8
Russia,Aeroflot,Chita - Zeya,Yakovlev,34,29,5,3,1,2,0,1981,8
Colombia,Aereo el Venado,Paipa - Cartagena,Embraer 110P1 Bandeirante,22,19,3,21,18,3,0,1981,8
Russia,Others,Irkutsk - Zeleznogorsk,Yakovlev,40,29,11,40,29,11,0,1981,8
EEUU,Military - U.S. Air Force,"Fort Lewis, WA - Indian springs, NV",Lockheed,70,61,9,7,7,0,0,1981,8
Others,Military - Turkish Air Force,Sin_Dato,Others,0,0,0,0,0,0,40,1981,8
Others,Military - Iranian Air Force,Ahwaz - Tehran,Lockheed,80,75,5,60,75,5,20,1981,8
Others,Others,Rotterdam - Eindhoven - Hamburgh,Fokker,17,13,4,17,13,4,0,1981,8
Colombia,ACES Colombia,Medellin-Monteria-Covenas,Havilland,13,11,2,13,11,2,0,1981,8
Others,Others,Saint Croix - Saint Thomas,Lockheed,5,2,3,5,2,3,0,1981,8
Others,Cameroon Airlines,Sin_Dato,Havilland,24,22,2,1,1,0,0,1981,8
Mexico,Aeromexico,Acapulco - Guadalajara,Douglas,18,12,6,18,12,6,0,1981,8
Russia,Aeroflot,Krasnoyarsk - Norilsk,Tupolev TU-154B-2,167,160,7,99,95,4,0,1981,8
Others,Royal Nepal Airlines,Biratnagar-Katmandou,Others,10,9,1,10,9,1,0,1981,8
Others,Others,Castries-Miami,Douglas,3,0,3,3,0,3,0,1981,8
France,Others,Ljubljana - Ajaccio,Douglas,180,173,7,180,173,7,0,1981,8
EEUU,Others,"Haliive, HI  - Honolulu, HI",Others,12,11,1,11,10,1,0,1981,8
Others,Bristow Helicopters,Sin_Dato,Others,12,Sin_Dato,Sin_Dato,12,Sin_Dato,Sin_Dato,0,1981,8
Mexico,Aeromexico,Monterey - Chihuahua,Douglas,66,60,6,32,30,2,0,1981,8
Others,Others,Salzbourg-Olbia,Cessna 404 Titan,9,Sin_Dato,Sin_Dato,9,Sin_Dato,Sin_Dato,0,1981,8
Colombia,Others,Sin_Dato,Douglas,9,5,4,5,5,0,0,1981,8
Others,Air Madagascar,Toamasina-Andapa,Havilland,19,17,2,19,17,2,0,1981,8
Others,Somali Airlines,Mogadishu- Hargeisa,Fokker,50,44,6,50,44,6,0,1981,8
Germany,Military - U.S. Air Force,"Ramstein AFB - Oslo, Norway",Lockheed,11,2,7,11,2,7,0,1981,8
EEUU,Others,Moses Lake - Spokane,Beechcraft 99A,9,7,2,7,5,2,0,1981,8
Russia,Others,Leningrad-Vladivostok,Tupolev TU-104A,52,46,6,52,46,6,0,1981,8
EEUU,Others,"White Plains, NY - Toronto, Canada - White Plains, NY",Lockheed,8,6,2,8,6,2,0,1981,8
EEUU,Others,"San Pedro, CA - Avalon, CA",Sikorsky S-62A,8,7,1,2,2,0,0,1981,8
Brazil,VOTEC,Tucurui - Belem,Embraer 110P Bandeirante,14,12,2,11,9,2,0,1981,8
Others,Military - French Naval Aviation,Moroni-Saint-Denis de la Réunion,Others,18,14,4,18,14,4,0,1981,8
EEUU,Military - U.S. Air Force,Eielson AFB-Shemya AFB,Boeing,24,Sin_Dato,Sin_Dato,6,Sin_Dato,Sin_Dato,0,1981,8
Others,LOT Polish Airlines,Varsovie-Slupsk,Antonov,52,47,5,1,1,0,0,1981,8
Others,Others,Sin_Dato,Douglas,7,4,3,7,4,3,0,1981,8
EEUU,Others,Cincinnati - Detroit,Learjet 23,2,0,2,1,0,1,0,1981,8
Philippines,Military - U.S. Air Force,Training,Lockheed,24,15,9,23,15,8,0,1981,8
